INFO logger 2024-02-01 14:44:58,227 | data_utils.py:383 | Observations info in ElBorn
INFO logger 2024-02-01 14:47:55,528 | client_manager.py:88 | Parameter c=1.0. Sampled 15 client(s): ['ElBorn_0', 'ElBorn_3', 'PobleSec_4', 'PobleSec_1', 'PobleSec_2', 'LesCorts_3', 'ElBorn_1', 'PobleSec_3', 'PobleSec_0', 'ElBorn_4', 'LesCorts_4', 'ElBorn_2', 'LesCorts_0', 'LesCorts_1', 'LesCorts_2']
INFO logger 2024-02-01 14:47:55,754 | train_utils.py:153 | Best Loss: 6.6475759672028e-06
INFO logger 2024-02-01 14:47:55,988 | train_utils.py:153 | Best Loss: 9.906689685899855e-06
INFO logger 2024-02-01 14:47:56,962 | train_utils.py:153 | Best Loss: 0.00034890797077201483
INFO logger 2024-02-01 14:47:58,117 | train_utils.py:153 | Best Loss: 0.0003413334917497095
INFO logger 2024-02-01 14:47:59,275 | train_utils.py:153 | Best Loss: 0.0003477264637142185
[31mStarting poisoning...!
INFO logger 2024-02-01 14:48:00,140 | train_utils.py:153 | Best Loss: 0.0001581866043614365
INFO logger 2024-02-01 14:48:00,696 | train_utils.py:153 | Best Loss: 8.671891137143228e-06
INFO logger 2024-02-01 14:48:01,641 | train_utils.py:153 | Best Loss: 0.000346137407111136
INFO logger 2024-02-01 14:48:02,463 | train_utils.py:153 | Best Loss: 0.00034207774542536085
INFO logger 2024-02-01 14:48:02,884 | train_utils.py:153 | Best Loss: 1.0520262896209272e-05
INFO logger 2024-02-01 14:48:03,367 | train_utils.py:153 | Best Loss: 9.1718711137325e-05
INFO logger 2024-02-01 14:48:03,668 | train_utils.py:153 | Best Loss: 8.311643642553349e-06
[31mStarting poisoning...!
INFO logger 2024-02-01 14:48:04,185 | train_utils.py:153 | Best Loss: 0.00016233023414007056
INFO logger 2024-02-01 14:48:04,773 | train_utils.py:153 | Best Loss: 8.481524647104592e-05
INFO logger 2024-02-01 14:48:05,161 | train_utils.py:153 | Best Loss: 9.215966310237714e-05
INFO logger 2024-02-01 14:48:05,270 | server.py:212 | [Global round 19] Aggregating local models...
INFO logger 2024-02-01 14:48:05,280 | client_manager.py:88 | Parameter c=0.0. Sampled 1 client(s): ['LesCorts_2']
INFO logger 2024-02-01 14:48:05,324 | server.py:289 | [Dataset ElBorn Evaluation on 828 samples] loss: 9.121035157077483e-06, mse: 0.0010990677401423454, rmse: 0.03315219057833653, mae: 0.02308729849755764, nrmse: 0.48057313033557003
INFO logger 2024-02-01 14:48:05,467 | server.py:289 | [Dataset PobleSec Evaluation on 3175 samples] loss: 0.0003409345550682601, mse: 0.043440431356430054, rmse: 0.20842368233103947, mae: 0.07785725593566895, nrmse: 1.185866360918378
INFO logger 2024-02-01 14:48:05,516 | server.py:289 | [Dataset LesCorts Evaluation on 1368 samples] loss: 0.00014934616710729243, mse: 0.018992070108652115, rmse: 0.13781171977974918, mae: 0.09531854838132858, nrmse: 1.7701737817652676
INFO logger 2024-02-01 14:48:05,518 | client_manager.py:88 | Parameter c=1.0. Sampled 15 client(s): ['PobleSec_3', 'LesCorts_1', 'PobleSec_0', 'ElBorn_1', 'ElBorn_0', 'ElBorn_4', 'LesCorts_2', 'PobleSec_1', 'PobleSec_4', 'ElBorn_2', 'LesCorts_3', 'LesCorts_0', 'PobleSec_2', 'ElBorn_3', 'LesCorts_4']
INFO logger 2024-02-01 14:48:06,190 | train_utils.py:153 | Best Loss: 0.0003468647897316832
INFO logger 2024-02-01 14:48:07,032 | train_utils.py:153 | Best Loss: 8.494371775679333e-05
INFO logger 2024-02-01 14:48:07,933 | train_utils.py:153 | Best Loss: 0.00034237747161289836
INFO logger 2024-02-01 14:48:08,364 | train_utils.py:153 | Best Loss: 8.954341913649929e-06
INFO logger 2024-02-01 14:48:08,667 | train_utils.py:153 | Best Loss: 7.307354601523007e-06
INFO logger 2024-02-01 14:48:08,994 | train_utils.py:153 | Best Loss: 1.0430406998946435e-05
INFO logger 2024-02-01 14:48:09,365 | train_utils.py:153 | Best Loss: 9.253980746432834e-05
INFO logger 2024-02-01 14:48:10,564 | train_utils.py:153 | Best Loss: 0.00034198125050674506
INFO logger 2024-02-01 14:48:11,668 | train_utils.py:153 | Best Loss: 0.0003494498180592154
[31mStarting poisoning...!
INFO logger 2024-02-01 14:48:12,147 | train_utils.py:153 | Best Loss: 8.198762678649222e-06
INFO logger 2024-02-01 14:48:12,641 | train_utils.py:153 | Best Loss: 0.00015435354138740846
INFO logger 2024-02-01 14:48:13,176 | train_utils.py:153 | Best Loss: 0.00018165996420736375
INFO logger 2024-02-01 14:48:14,039 | train_utils.py:153 | Best Loss: 0.00034822016954421997
[31mStarting poisoning...!
INFO logger 2024-02-01 14:48:14,587 | train_utils.py:153 | Best Loss: 9.381105017663848e-06
INFO logger 2024-02-01 14:48:14,997 | train_utils.py:153 | Best Loss: 9.156419549747343e-05
INFO logger 2024-02-01 14:48:15,097 | server.py:212 | [Global round 20] Aggregating local models...
INFO logger 2024-02-01 14:48:15,098 | client_manager.py:88 | Parameter c=0.0. Sampled 1 client(s): ['PobleSec_3']
INFO logger 2024-02-01 14:48:15,177 | server.py:289 | [Dataset ElBorn Evaluation on 828 samples] loss: 9.048658500173566e-06, mse: 0.00108977104537189, rmse: 0.03301168043847344, mae: 0.022854425013065338, nrmse: 0.47651284855302944
INFO logger 2024-02-01 14:48:15,347 | server.py:289 | [Dataset PobleSec Evaluation on 3175 samples] loss: 0.00034117624676955027, mse: 0.043471675366163254, rmse: 0.208498621976653, mae: 0.07750935852527618, nrmse: 1.1867971194373097
INFO logger 2024-02-01 14:48:15,410 | server.py:289 | [Dataset LesCorts Evaluation on 1368 samples] loss: 0.000151219341205433, mse: 0.019232533872127533, rmse: 0.13868141141525614, mae: 0.09578196704387665, nrmse: 1.7627671384361967
INFO logger 2024-02-01 14:48:15,421 | server.py:133 | Time passed: 193.3216142654419 seconds.
INFO logger 2024-02-01 14:48:15,421 | server.py:134 | Best global model found on fl_round=0 with loss=0.0017594693884394996
